index,OPEN,HIGH,LOW,FINAL,VOLUME
2025-03-19 23:00:00,369.45,379.5,366.95,377.0,1458.0
2025-03-20 23:00:00,374.8,383.35,372.5,378.15,1254.0
2025-03-21 23:00:00,378.05,381.6,373.8,377.45,838.0
2025-03-24 23:00:00,380.65,388.7,378.2,380.75,1182.0
2025-03-25 23:00:00,380.9,388.15,379.8,386.45,1376.0
2025-03-26 23:00:00,385.3,392.0,377.7,380.5,1747.0
2025-03-27 23:00:00,379.95,380.55,366.8,370.3,2339.0
2025-03-28 23:00:00,370.3,376.15,369.35,371.6,1078.0
2025-03-31 23:00:00,371.6,377.3,369.8,370.35,1139.0
2025-04-01 23:00:00,369.25,382.35,364.05,380.35,2393.0
2025-04-02 23:00:00,380.15,384.2,373.8,380.8,1226.0
2025-04-03 23:00:00,379.5,381.35,368.4,377.0,2243.0
2025-04-04 23:00:00,379.1,380.0,358.4,359.15,2879.0
2025-04-07 23:00:00,357.15,358.05,332.5,337.75,5640.0
2025-04-08 23:00:00,339.75,343.8,334.5,336.9,3111.0
2025-04-09 23:00:00,334.35,347.7,319.5,336.5,6527.0
2025-04-10 23:00:00,355.35,355.35,337.0,337.45,2703.0
2025-04-11 23:00:00,340.3,350.2,335.9,347.8,2383.0
2025-04-14 23:00:00,349.4,351.6,347.55,350.2,328.0
2025-04-15 23:00:00,355.4,364.2,355.4,361.35,2438.0
2025-04-16 23:00:00,359.1,370.25,356.5,367.7,2176.0
2025-04-17 23:00:00,367.7,371.7,361.1,366.95,1731.0
2025-04-21 23:00:00,366.05,370.15,356.25,358.45,1470.0
2025-04-22 23:00:00,361.2,368.75,356.7,366.5,2405.0
2025-04-23 23:00:00,368.7,382.85,367.7,378.7,1940.0
2025-04-24 23:00:00,377.15,392.05,374.7,390.7,3275.0
2025-04-25 23:00:00,389.55,402.25,388.6,392.1,3588.0
2025-04-28 23:00:00,388.55,403.3,386.05,402.05,3261.0
2025-04-29 23:00:00,402.0,410.3,389.15,392.0,2977.0
2025-04-30 23:00:00,393.5,398.9,389.0,393.35,2374.0
2025-05-01 23:00:00,391.75,391.95,375.85,378.3,2865.0
2025-05-02 23:00:00,379.7,385.55,378.6,381.1,1005.0
2025-05-05 23:00:00,375.1,385.1,373.05,381.8,1467.0
2025-05-06 23:00:00,379.6,387.25,378.05,383.75,1574.0
2025-05-07 23:00:00,383.0,387.05,377.2,379.55,2117.0
2025-05-08 23:00:00,380.1,382.05,376.85,381.05,1172.0
2025-05-09 23:00:00,381.0,385.5,379.9,381.4,1266.0
2025-05-12 23:00:00,382.45,384.9,367.5,368.45,3358.0
2025-05-13 23:00:00,370.0,374.65,363.05,372.55,2899.0
2025-05-14 23:00:00,371.2,374.05,369.65,373.6,364.0
2025-05-15 23:00:00,362.95,374.0,359.9,370.55,2762.0
2025-05-16 23:00:00,370.2,370.3,359.9,362.5,2253.0
2025-05-19 23:00:00,362.8,36355.0,362.3,367.0,576.0
2025-05-20 23:00:00,371.1,375.9,365.25,366.4,2420.0
2025-05-21 23:00:00,367.0,372.0,363.5,367.45,1962.0
2025-05-22 23:00:00,365.55,365.6,357.1,358.65,3895.0
2025-05-23 23:00:00,360.4,360.7,353.3,358.8,3004.0
2025-05-27 23:00:00,357.65,362.55,353.35,359.45,2810.0
2025-05-28 23:00:00,357.0,357.8,348.1,349.85,4396.0
2025-05-29 23:00:00,350.9,351.8,348.65,349.65,162.0
2025-05-30 23:00:00,345.5,348.0,338.75,339.8,4306.0
2025-06-02 23:00:00,338.0,342.1,335.85,341.25,4475.0
2025-06-03 23:00:00,339.95,341.6,334.3,337.6,4496.0
2025-06-04 23:00:00,338.6,345.35,337.2,343.85,4270.0
2025-06-05 23:00:00,344.65,357.65,344.65,357.35,5846.0
2025-06-06 23:00:00,359.05,372.45,353.75,354.8,9150.0
2025-06-09 23:00:00,354.85,361.85,352.45,359.65,5022.0
2025-06-10 23:00:00,359.65,370.4,356.3,357.8,3905.0
2025-06-11 23:00:00,353.55,356.35,347.35,348.6,6690.0
2025-06-12 23:00:00,347.2,349.55,343.3,345.3,8337.0
2025-06-13 23:00:00,343.25,348.2,334.3,346.0,13702.0
2025-06-16 23:00:00,345.9,349.8,339.25,340.25,8044.0
2025-06-17 23:00:00,342.6,344.05,330.6,332.45,11445.0
2025-06-18 23:00:00,330.4,331.2,318.05,322.3,14586.0
2025-06-20 23:00:00,322.85,328.65,311.85,314.85,13514.0
2025-06-23 23:00:00,311.55,320.5,311.55,316.1,3042.0
2025-06-24 23:00:00,326.0,326.0,313.15,313.7,3902.0
2025-06-25 23:00:00,317.5,322.6,300.6,304.5,15887.0
2025-06-26 23:00:00,304.3,308.25,301.75,305.65,7781.0
2025-06-27 23:00:00,304.75,307.05,293.15,302.6,12105.0
2025-06-30 23:00:00,302.9,307.35,297.55,300.1,7719.0
2025-07-01 23:00:00,298.4,299.5,295.0,297.0,1948.0
2025-07-02 23:00:00,290.05,292.25,279.6,291.2,14943.0
2025-07-03 23:00:00,290.0,294.0,284.3,289.6,8467.0
2025-07-07 23:00:00,287.6,289.35,277.55,278.25,11880.0
2025-07-08 23:00:00,279.0,286.35,277.25,284.3,10230.0
2025-07-09 23:00:00,285.1,288.2,281.2,284.05,7369.0
2025-07-10 23:00:00,278.65,294.55,277.6,287.05,13854.0
2025-07-11 23:00:00,288.7,297.6,287.45,293.9,5134.0
2025-07-14 23:00:00,286.9,303.65,286.85,302.05,12665.0
2025-07-15 23:00:00,301.0,306.3,295.6,297.35,8999.0
2025-07-16 23:00:00,296.3,309.95,296.25,308.45,10541.0
2025-07-17 23:00:00,309.0,309.95,301.55,307.2,8237.0
2025-07-18 23:00:00,310.0,310.5,299.85,303.6,8415.0
2025-07-21 23:00:00,303.6,304.55,290.8,291.95,9644.0
2025-07-22 23:00:00,291.95,291.95,285.75,288.1,1526.0
2025-07-23 23:00:00,297.9,302.5,292.85,301.35,7328.0
2025-07-24 23:00:00,299.25,307.2,298.45,303.05,5443.0
2025-07-25 23:00:00,305.0,307.45,297.25,297.55,7175.0
2025-07-28 23:00:00,300.0,306.0,298.8,301.7,7303.0
2025-07-29 23:00:00,301.25,301.75,288.95,296.5,9392.0
2025-07-30 23:00:00,297.65,301.8,290.55,293.4,8051.0
2025-07-31 23:00:00,297.0,303.6,294.05,295.8,8004.0
2025-08-01 23:00:00,294.1,297.05,283.65,286.35,11527.0
2025-08-04 23:00:00,287.1,294.05,286.05,290.05,8732.0
2025-08-05 23:00:00,289.25,299.6,288.05,298.7,8154.0
2025-08-06 23:00:00,297.55,300.15,292.05,293.4,6873.0
2025-08-07 23:00:00,297.2,299.35,292.5,297.15,5600.0
2025-08-08 23:00:00,297.8,309.95,297.8,308.95,11080.0
2025-08-11 23:00:00,307.0,324.45,305.8,320.7,9665.0
2025-08-12 23:00:00,320.9,327.0,310.65,315.15,4984.0
2025-08-13 23:00:00,317.35,324.4,316.0,319.6,2787.0
2025-08-14 23:00:00,319.45,328.5,315.5,326.5,2071.0
2025-08-15 23:00:00,329.1,333.2,326.15,328.9,824.0
2025-08-18 23:00:00,341.65,346.9,333.4,343.8,1046.0
2025-08-19 23:00:00,345.45,359.1,345.4,356.2,1173.0
2025-08-20 23:00:00,358.6,364.7,352.75,360.25,1459.0
2025-08-21 23:00:00,360.0,378.0,358.95,375.25,155.0
2025-08-22 23:00:00,380.35,391.35,378.0,391.35,32.0
2025-08-25 23:00:00,388.5,398.8,388.5,392.1,22.0
2025-08-26 23:00:00,388.4,388.4,376.5,381.9,39.0
2025-08-27 23:00:00,379.0,397.1,379.0,397.1,21.0
2025-08-28 23:00:00,394.65,400.8,387.3,387.3,31.0
2025-08-29 23:00:00,384.0,398.05,384.0,398.05,9.0
2025-09-02 23:00:00,380.0,386.1,378.5,386.1,10.0
2025-09-03 23:00:00,383.2,389.3,383.2,389.3,4.0
